"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"3617";"51001012101P5";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFMS";"DIREITO";"MESTRADO";11;0;0;0;0;0;0;0
"3618";"51001012170P7";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFMS";"CIÊNCIA DOS MATERIAIS";"MESTRADO";16;1;0;0;1;0;0;0,0625
"3619";"51001012171P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFMS";"RECURSOS NATURAIS";"MESTRADO";14;0;0;0;0;0;0;0
"3620";"51001012172P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"3621";"51001012173P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"3622";"51001012174P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;0;0;0;0
"3623";"51001012175P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;0;0;0;0
"3624";"51002019002P3";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"EDUCAÇÃO";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"3625";"51002019003P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"DESENVOLVIMENTO LOCAL";"MESTRADO/DOUTORADO";13;1;0;3;1;0;3;0,307692307692308
"3626";"51002019004P6";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"PSICOLOGIA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3627";"51002019005P2";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UCDB";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";14;9;1;1;9;1;1;0,785714285714286
"3628";"51002019006P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"CIÊNCIAS AMBIENTAIS E SUSTENTABILIDADE AGROPECUÁRIA";"MESTRADO/DOUTORADO";15;3;1;8;3;1;8;0,8
"3629";"51003015001P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UNIDERP";"MEIO AMBIENTE E DESENVOLVIMENTO REGIONAL";"MESTRADO/DOUTORADO";13;0;1;0;0;1;0;0,0769230769230769
"3630";"51003015002P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"PARTICULAR";"PRIVADA";2002;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UNIDERP";"PRODUÇÃO E GESTÃO AGROINDUSTRIAL";"MESTRADO PROF.";14;0;1;3;0;1;3;0,285714285714286
"3631";"51004011001P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UEMS";"AGRONOMIA";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"3632";"51004011002P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3633";"51004011003P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"ZOOTECNIA";"MESTRADO";17;0;0;0;0;0;0;0
"3634";"51004011004P9";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"EDUCAÇÃO";"MESTRADO";17;0;0;0;0;0;0;0
"3635";"51004011005P5";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"LETRAS";"MESTRADO";29;0;0;0;0;0;0;0
"3636";"51004011006P1";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UEMS";"EDUCAÇÃO";"MESTRADO PROF.";20;0;0;1;0;0;1;0,05
"3637";"51004011007P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"AGRONOMIA - SUSTENTABILIDADE NA AGRICULLTURA";"MESTRADO";12;0;2;0;0;2;0;0,166666666666667
"3638";"51004011009P0";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UEMS";"ENSINO EM SAÚDE";"MESTRADO PROF.";15;0;2;0;0;2;0;0,133333333333333
"3639";"51004011010P9";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"DESENVOLVIMENTO REGIONAL E DE SISTEMAS PRODUTIVOS";"MESTRADO";14;0;0;0;0;0;0;0
"3640";"51004011070P1";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UEMS";"EDUCAÇÃO CIENTÍFICA E MATEMÁTICA";"MESTRADO PROF.";17;0;0;0;0;0;0;0
"3641";"51005018001P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"CENTRO-OESTE";"MS";"UFGD";"AGRONOMIA";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"3642";"51005018002P2";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"HISTÓRIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"3643";"51005018003P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"ENTOMOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"3644";"51005018004P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"GEOGRAFIA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"3645";"51005018005P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"EDUCAÇÃO";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"3646";"51005018006P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";18;4;0;0;4;0;0;0,222222222222222
"3647";"51005018007P4";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"LETRAS";"MESTRADO";16;0;0;0;0;0;0;0
"3648";"51005018008P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ZOOTECNIA";"MESTRADO";16;0;0;0;0;0;0;0
"3649";"51005018009P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIAS DA SAUDE";"MESTRADO/DOUTORADO";14;6;0;0;6;0;0;0,428571428571429
"3650";"51005018010P5";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"QUÍMICA";"MESTRADO";19;5;0;0;5;0;0;0,263157894736842
"3651";"51005018011P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"BIOLOGIA GERAL";"MESTRADO";13;0;0;0;0;0;0;0
"3652";"51005018012P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"AGRONEGÓCIOS";"MESTRADO";15;0;0;2;0;0;2;0,133333333333333
"3653";"51005018013P4";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ANTROPOLOGIA";"MESTRADO";10;0;0;0;0;0;0;0
"3654";"51005018014P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"ENGENHARIA AGRÍCOLA";"MESTRADO";12;0;0;0;0;0;0;0
"3655";"51005018015P7";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"SOCIOLOGIA";"MESTRADO";11;0;0;0;0;0;0;0
"3656";"51005018101P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"PSICOLOGIA";"MESTRADO";16;0;0;0;0;0;0;0
"3657";"51005018170P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"FRONTEIRAS E DIREITOS HUMANOS";"MESTRADO";15;0;0;0;0;0;0;0
"3658";"51005018171P9";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFGD";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";11;1;0;0;1;0;0;0,0909090909090909
"3659";"51005018172P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;0;0;0;0;0;0;0
"3660";"51020009001P2";"MEDICINA I";"MEDI";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";"CENTRO-OESTE";"MT";"HUJM";"CIÊNCIAS APLICADAS À ATENÇÃO HOSPITALAR";"MESTRADO PROF.";18;0;0;0;0;0;0;0
"3661";"52001016001P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"MATEMÁTICA";"MESTRADO/DOUTORADO";23;0;0;0;0;0;0;0
"3662";"52001016002P0";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"HISTÓRIA";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"3663";"52001016003P6";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"MEDICINA TROPICAL E SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";25;1;0;1;1;0;1;0,08
"3664";"52001016004P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"LETRAS E LINGUÍSTICA";"MESTRADO/DOUTORADO";37;0;0;0;0;0;0;0
"3665";"52001016005P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS BIOLÓGICAS";"MESTRADO/DOUTORADO";17;3;0;0;3;0;0;0,176470588235294
"3666";"52001016006P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"AGRONOMIA";"MESTRADO/DOUTORADO";36;0;0;0;0;0;0;0
"3667";"52001016007P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO";"MESTRADO/DOUTORADO";28;0;0;0;0;0;0;0
"3668";"52001016009P4";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"FÍSICA";"MESTRADO/DOUTORADO";29;3;0;0;3;0;0;0,103448275862069
"3669";"52001016011P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"FILOSOFIA";"MESTRADO/DOUTORADO";20;0;0;0;0;0;0;0
"3670";"52001016012P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA";"MESTRADO/DOUTORADO";30;0;0;0;0;0;0;0
"3671";"52001016013P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"MÚSICA";"MESTRADO";13;0;1;1;0;1;1;0,153846153846154
"3672";"52001016014P8";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";23;7;0;7;7;0;7;0,608695652173913
"3673";"52001016018P3";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"MESTRADO/DOUTORADO";11;4;0;3;4;0;3;0,636363636363636
"3674";"52001016019P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"QUÍMICA";"MESTRADO/DOUTORADO";31;17;0;0;17;0;0;0,548387096774194
"3675";"52001016020P8";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"SOCIOLOGIA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3676";"52001016022P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";17;4;0;0;4;0;0;0,235294117647059
"3677";"52001016023P7";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ENFERMAGEM";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"3678";"52001016024P3";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ARTE E CULTURA VISUAL";"MESTRADO/DOUTORADO";12;0;0;0;0;0;0;0
"3679";"52001016025P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"3680";"52001016026P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"6";"CENTRO-OESTE";"GO";"UFG";"ECOLOGIA E EVOLUÇÃO";"MESTRADO/DOUTORADO";20;0;0;1;0;0;1;0,05
"3681";"52001016027P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";33;0;0;7;0;0;7;0,212121212121212
"3682";"52001016029P5";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";13;20;4;0;20;4;0;1,84615384615385
"3683";"52001016031P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";15;14;3;1;14;3;1;1,2
"3684";"52001016032P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"AGRONEGÓCIO";"MESTRADO/DOUTORADO";18;1;0;0;1;0;0;0,0555555555555556
"3685";"52001016033P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"AGRONOMIA (PRODUÇÃO VEGETAL)";"MESTRADO";14;1;3;1;1;3;1;0,357142857142857
"3686";"52001016034P9";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";54;3;0;0;3;0;0;0,0555555555555556
"3687";"52001016036P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3688";"52001016037P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"COMUNICAÇÃO";"MESTRADO";13;0;0;1;0;0;1;0,0769230769230769
"3689";"52001016039P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL";"MESTRADO";15;0;0;0;0;0;0;0
"3690";"52001016041P5";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"DIREITO AGRÁRIO";"MESTRADO";13;0;1;0;0;1;0;0,0769230769230769
"3691";"52001016042P1";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA ( CAMPUS CATALÃO )";"MESTRADO";13;0;0;0;0;0;0;0
"3692";"52001016043P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3693";"52001016044P4";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"NUTRIÇÃO E SAÚDE";"MESTRADO";12;1;0;0;1;0;0;0,0833333333333333
"3694";"52001016045P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"GEOGRAFIA ( CAMPUS JATAI )";"MESTRADO/DOUTORADO";16;0;0;1;0;0;1;0,0625
"3695";"52001016046P7";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"SAUDE COLETIVA";"MESTRADO PROF.";19;0;1;0;0;1;0;0,0526315789473684
"3696";"52001016047P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"3697";"52001016048P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"NANOTECNOLOGIA FARMACÊUTICA";"DOUTORADO";13;36;7;0;36;7;0;3,30769230769231
"3698";"52001016049P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ESTUDOS DA LINGUAGEM";"MESTRADO";18;0;0;0;0;0;0;0
"3699";"52001016050P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"QUÍMICA - CAMPUS CATALÃO";"MESTRADO";15;0;1;0;0;1;0;0,0666666666666667
"3700";"52001016051P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"ENSINO NA SAÚDE";"MESTRADO PROF.";12;0;0;0;0;0;0;0
"3701";"52001016052P7";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO - CAMPUS CATALÃO";"MESTRADO";14;0;0;0;0;0;0;0
"3702";"52001016053P3";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"3703";"52001016054P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"BIODIVERSIDADE VEGETAL";"MESTRADO";12;0;0;0;0;0;0;0
"3704";"52001016055P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIA POLÍTICA";"MESTRADO";15;0;0;0;0;0;0;0
"3705";"52001016056P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";17;2;0;0;2;0;0;0,117647058823529
"3706";"52001016057P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"DIREITOS HUMANOS";"MESTRADO";21;0;0;0;0;0;0;0
"3707";"52001016058P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"PERFORMANCES CULTURAIS";"MESTRADO/DOUTORADO";20;0;0;0;0;0;0;0
"3708";"52001016059P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS APLICADAS À SAÚDE";"MESTRADO";15;0;0;3;0;0;3;0,2
"3709";"52001016060P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"ENSINO NA EDUCAÇÃO BÁSICA";"MESTRADO PROF.";22;0;2;1;0;2;1;0,136363636363636
"3710";"52001016061P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"GESTÃO ORGANIZACIONAL";"MESTRADO PROF.";16;5;0;2;5;0;2;0,4375
"3711";"52001016062P2";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"INOVAÇÃO FARMACÊUTICA";"DOUTORADO";28;34;3;1;34;3;1;1,35714285714286
"3712";"52001016063P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"EDUCAÇÃO";"MESTRADO";22;0;0;0;0;0;0;0
"3713";"52001016064P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"ZOOTECNIA";"MESTRADO/DOUTORADO";12;0;1;10;0;1;10;0,916666666666667
"3714";"52001016065P1";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"PROJETO E CIDADE";"MESTRADO";13;0;0;0;0;0;0;0
"3715";"52001016066P8";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UFG";"HISTORIA";"MESTRADO PROF.";12;0;0;0;0;0;0;0
"3716";"52001016067P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"MODELAGEM E OTIMIZAÇÃO";"MESTRADO";12;2;0;0;2;0;0;0,166666666666667
"3717";"52001016068P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ADMINISTRAÇÃO";"MESTRADO";13;0;0;1;0;0;1;0,0769230769230769
"3718";"52001016069P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA QUÍMICA";"MESTRADO";12;2;0;0;2;0;0;0,166666666666667
