"";"CD_PROGRAMA_IES";"ID_PROJETO";"DFPP";"QMP";"DFCP"
"44281";"33002010125P7";341908;1;1;1
"44282";"33002010125P7";342108;1;2;0,5
"44283";"33002010125P7";342185;1;1;1
"44284";"33002010125P7";342186;2;2;1
"44285";"33002010125P7";342262;2;3;0,666666666666667
"44286";"33002010125P7";342390;1;2;0,5
"44287";"33002010125P7";342974;1;2;0,5
"44288";"33002010125P7";343279;1;2;0,5
"44289";"33002010125P7";344014;1;2;0,5
"44290";"33002010125P7";346220;2;2;1
"44291";"33002010125P7";346982;2;3;0,666666666666667
"44292";"33002010125P7";351026;2;2;1
"44293";"33002010125P7";354651;2;2;1
"44294";"33002010125P7";354667;3;2;1,5
"44295";"33002010125P7";355242;1;1;1
"44296";"33002010125P7";355298;1;1;1
"44297";"33002010125P7";355574;1;1;1
"44298";"33002010125P7";355931;1;1;1
"44299";"33002010125P7";355936;1;1;1
"44300";"33002010125P7";356536;1;2;0,5
"44301";"33002010125P7";357662;2;2;1
"44302";"33002010125P7";357744;1;1;1
"44303";"33002010125P7";357836;2;3;0,666666666666667
"44304";"33002010125P7";357952;1;1;1
"44305";"33002010125P7";358830;2;1;2
"44306";"33002010125P7";381555;2;2;1
"44307";"33002010125P7";381921;1;1;1
"44308";"33002010125P7";385348;2;2;1
"44309";"33002010125P7";385365;3;2;1,5
"44310";"33002010125P7";385471;1;1;1
"44311";"33002010125P7";385540;2;2;1
"44312";"33002010125P7";385637;1;2;0,5
"44313";"33002010125P7";385649;1;2;0,5
"44314";"33002010125P7";386875;1;2;0,5
"44315";"33002010125P7";387034;2;2;1
"44316";"33002010125P7";387070;1;1;1
"44317";"33002010125P7";387573;1;2;0,5
"44318";"33002010125P7";387892;2;2;1
"44319";"33002010125P7";387966;2;2;1
"44320";"33002010125P7";388666;2;2;1
"44321";"33002010125P7";388978;2;2;1
"44322";"33002010125P7";389006;2;2;1
"44323";"33002010125P7";389148;1;2;0,5
"44324";"33002010125P7";390542;2;2;1
"44325";"33002010125P7";391636;1;1;1
"44326";"33002010125P7";391825;1;1;1
"44327";"33002010125P7";392029;2;2;1
"44328";"33002010125P7";392261;1;1;1
"44329";"33002010125P7";395921;1;1;1
"44330";"33002010125P7";398665;1;1;1
"44331";"33002010125P7";398701;1;1;1
"44332";"33002010125P7";398712;1;1;1
"44333";"33002010125P7";398714;1;1;1
"44334";"33002010125P7";406543;1;1;1
"44335";"33002010126P3";360048;1;3;0,333333333333333
"44336";"33002010126P3";394806;2;5;0,4
"44337";"33002010127P0";298709;1;2;0,5
"44338";"33002010127P0";298769;1;3;0,333333333333333
"44339";"33002010127P0";301775;1;1;1
"44340";"33002010127P0";301791;1;1;1
"44341";"33002010127P0";305855;2;2;1
"44342";"33002010127P0";305996;1;2;0,5
"44343";"33002010127P0";392246;2;2;1
"44344";"33002010127P0";414865;1;2;0,5
"44345";"33002010127P0";415016;1;1;1
"44346";"33002010127P0";417363;1;1;1
"44347";"33002010129P2";242613;1;3;0,333333333333333
"44348";"33002010129P2";256046;2;3;0,666666666666667
"44349";"33002010129P2";257509;2;2;1
"44350";"33002010129P2";257514;1;1;1
"44351";"33002010129P2";257755;1;1;1
"44352";"33002010129P2";258073;1;1;1
"44353";"33002010129P2";258217;2;3;0,666666666666667
"44354";"33002010129P2";258222;1;1;1
"44355";"33002010129P2";258521;3;4;0,75
"44356";"33002010129P2";258534;2;3;0,666666666666667
"44357";"33002010129P2";260996;2;2;1
"44358";"33002010129P2";272948;1;1;1
"44359";"33002010129P2";300104;1;2;0,5
"44360";"33002010129P2";300146;1;1;1
"44361";"33002010129P2";300147;1;2;0,5
"44362";"33002010129P2";300149;2;2;1
"44363";"33002010129P2";300150;3;4;0,75
"44364";"33002010129P2";300163;2;2;1
"44365";"33002010129P2";301885;1;1;1
"44366";"33002010129P2";301959;3;5;0,6
"44367";"33002010129P2";310252;1;1;1
"44368";"33002010129P2";310571;2;4;0,5
"44369";"33002010129P2";310600;1;1;1
"44370";"33002010129P2";310885;1;3;0,333333333333333
"44371";"33002010129P2";310901;1;2;0,5
"44372";"33002010129P2";320901;2;2;1
"44373";"33002010129P2";340705;2;2;1
"44374";"33002010129P2";340726;2;2;1
"44375";"33002010129P2";344570;1;1;1
"44376";"33002010129P2";345412;2;2;1
"44377";"33002010129P2";347426;2;2;1
"44378";"33002010129P2";354400;1;3;0,333333333333333
"44379";"33002010129P2";355732;2;2;1
"44380";"33002010129P2";356845;1;2;0,5
"44381";"33002010129P2";373279;1;4;0,25
"44382";"33002010129P2";373344;1;1;1
"44383";"33002010129P2";384028;4;4;1
"44384";"33002010129P2";385342;1;1;1
"44385";"33002010129P2";385781;2;2;1
"44386";"33002010129P2";388902;1;3;0,333333333333333
"44387";"33002010129P2";390864;2;5;0,4
"44388";"33002010129P2";391032;1;2;0,5
"44389";"33002010129P2";400182;2;2;1
"44390";"33002010129P2";400222;3;3;1
"44391";"33002010130P0";288639;1;1;1
"44392";"33002010130P0";288640;1;2;0,5
"44393";"33002010130P0";288641;2;2;1
"44394";"33002010130P0";289126;1;2;0,5
"44395";"33002010130P0";290006;2;2;1
"44396";"33002010130P0";290032;3;3;1
"44397";"33002010130P0";290042;2;2;1
"44398";"33002010130P0";293596;1;1;1
"44399";"33002010130P0";293640;2;2;1
"44400";"33002010130P0";314281;1;1;1
"44401";"33002010130P0";314288;1;1;1
"44402";"33002010130P0";314316;1;1;1
"44403";"33002010130P0";314326;1;1;1
"44404";"33002010130P0";314375;2;2;1
"44405";"33002010130P0";314423;2;3;0,666666666666667
"44406";"33002010130P0";314426;1;1;1
"44407";"33002010130P0";314429;2;2;1
"44408";"33002010130P0";314456;1;1;1
"44409";"33002010130P0";314457;1;1;1
"44410";"33002010130P0";314523;1;2;0,5
"44411";"33002010130P0";314586;1;1;1
"44412";"33002010130P0";314588;2;2;1
"44413";"33002010130P0";314615;1;2;0,5
"44414";"33002010130P0";315444;1;1;1
"44415";"33002010130P0";315457;1;1;1
"44416";"33002010130P0";328121;1;2;0,5
"44417";"33002010130P0";328769;1;3;0,333333333333333
"44418";"33002010130P0";367855;2;2;1
"44419";"33002010130P0";368225;1;1;1
"44420";"33002010130P0";368259;1;1;1
"44421";"33002010130P0";368351;1;1;1
"44422";"33002010130P0";368386;1;1;1
"44423";"33002010130P0";368396;2;2;1
"44424";"33002010130P0";368400;1;2;0,5
"44425";"33002010130P0";368404;1;1;1
"44426";"33002010130P0";368429;1;1;1
"44427";"33002010130P0";368433;1;1;1
"44428";"33002010130P0";368441;3;3;1
"44429";"33002010130P0";368452;2;2;1
"44430";"33002010130P0";368483;1;1;1
"44431";"33002010130P0";370086;1;1;1
"44432";"33002010130P0";371017;1;1;1
"44433";"33002010130P0";371121;1;1;1
"44434";"33002010130P0";371141;2;2;1
"44435";"33002010130P0";371202;1;1;1
"44436";"33002010130P0";371800;1;1;1
"44437";"33002010130P0";371919;1;1;1
"44438";"33002010130P0";372254;1;1;1
"44439";"33002010130P0";372267;2;1;2
"44440";"33002010130P0";372270;2;1;2
"44441";"33002010130P0";372292;2;1;2
"44442";"33002010130P0";372305;1;1;1
"44443";"33002010130P0";372306;1;1;1
"44444";"33002010130P0";372309;1;1;1
"44445";"33002010130P0";372310;1;1;1
"44446";"33002010130P0";372316;1;1;1
"44447";"33002010130P0";372327;1;1;1
"44448";"33002010130P0";372360;1;1;1
"44449";"33002010130P0";372362;1;1;1
"44450";"33002010130P0";375747;1;1;1
"44451";"33002010130P0";380189;2;1;2
"44452";"33002010130P0";380232;2;1;2
"44453";"33002010130P0";409362;2;2;1
"44454";"33002010130P0";409365;1;1;1
"44455";"33002010130P0";409524;1;1;1
"44456";"33002010130P0";409653;1;1;1
"44457";"33002010130P0";409773;1;1;1
"44458";"33002010130P0";409793;2;2;1
"44459";"33002010130P0";410063;1;1;1
"44460";"33002010130P0";410065;1;2;0,5
"44461";"33002010130P0";410222;1;1;1
"44462";"33002010130P0";410263;1;1;1
"44463";"33002010130P0";410406;2;2;1
"44464";"33002010130P0";410412;1;1;1
"44465";"33002010130P0";410426;1;1;1
"44466";"33002010130P0";410437;1;1;1
"44467";"33002010130P0";410442;1;1;1
"44468";"33002010130P0";410443;1;1;1
"44469";"33002010130P0";410455;1;1;1
"44470";"33002010130P0";410459;2;2;1
"44471";"33002010130P0";410477;1;1;1
"44472";"33002010130P0";410565;1;1;1
"44473";"33002010130P0";410568;1;5;0,2
"44474";"33002010130P0";410600;1;1;1
"44475";"33002010130P0";410602;1;1;1
"44476";"33002010130P0";410612;2;5;0,4
"44477";"33002010130P0";410630;1;1;1
"44478";"33002010130P0";410635;4;5;0,8
"44479";"33002010130P0";410637;2;2;1
"44480";"33002010130P0";410640;2;3;0,666666666666667
"44481";"33002010130P0";410650;1;1;1
"44482";"33002010130P0";411594;1;1;1
"44483";"33002010131P7";294190;4;2;2
"44484";"33002010131P7";382941;1;1;1
"44485";"33002010132P3";289648;1;1;1
"44486";"33002010132P3";289656;4;5;0,8
"44487";"33002010132P3";289720;2;1;2
"44488";"33002010132P3";289733;2;1;2
"44489";"33002010132P3";289760;1;2;0,5
"44490";"33002010132P3";289793;1;2;0,5
"44491";"33002010132P3";316782;2;1;2
"44492";"33002010132P3";316826;2;1;2
"44493";"33002010132P3";317042;1;1;1
"44494";"33002010132P3";317087;1;3;0,333333333333333
"44495";"33002010132P3";317627;3;3;1
"44496";"33002010132P3";317639;1;2;0,5
"44497";"33002010132P3";317813;2;2;1
"44498";"33002010132P3";317929;2;2;1
"44499";"33002010132P3";317991;2;2;1
"44500";"33002010132P3";318059;3;2;1,5
"44501";"33002010132P3";318064;3;2;1,5
"44502";"33002010132P3";318572;1;1;1
"44503";"33002010132P3";318579;1;1;1
"44504";"33002010132P3";318593;1;2;0,5
"44505";"33002010132P3";346371;1;3;0,333333333333333
"44506";"33002010132P3";346373;2;2;1
"44507";"33002010132P3";346401;4;5;0,8
"44508";"33002010132P3";346775;2;2;1
"44509";"33002010132P3";346808;1;1;1
"44510";"33002010132P3";349125;4;5;0,8
"44511";"33002010132P3";349156;3;2;1,5
"44512";"33002010132P3";349227;1;2;0,5
"44513";"33002010132P3";349405;1;2;0,5
"44514";"33002010132P3";351843;2;2;1
"44515";"33002010132P3";359833;3;4;0,75
"44516";"33002010132P3";359869;2;2;1
"44517";"33002010132P3";362379;2;2;1
"44518";"33002010132P3";362397;2;2;1
"44519";"33002010132P3";362420;1;3;0,333333333333333
"44520";"33002010132P3";362550;2;3;0,666666666666667
"44521";"33002010132P3";362721;2;1;2
"44522";"33002010132P3";362759;3;2;1,5
"44523";"33002010132P3";362780;2;2;1
"44524";"33002010132P3";363233;3;4;0,75
"44525";"33002010132P3";363320;2;2;1
"44526";"33002010132P3";379161;1;1;1
"44527";"33002010132P3";383744;1;2;0,5
"44528";"33002010132P3";383803;1;1;1
"44529";"33002010132P3";383847;1;1;1
"44530";"33002010132P3";408572;3;2;1,5
"44531";"33002010132P3";408818;2;2;1
"44532";"33002010132P3";409843;2;3;0,666666666666667
"44533";"33002010132P3";410075;2;2;1
"44534";"33002010132P3";410127;2;3;0,666666666666667
"44535";"33002010132P3";410179;1;2;0,5
"44536";"33002010132P3";410306;2;4;0,5
"44537";"33002010132P3";410387;2;2;1
"44538";"33002010133P0";277300;1;1;1
"44539";"33002010133P0";277360;1;1;1
"44540";"33002010133P0";280837;2;2;1
"44541";"33002010133P0";280849;1;1;1
"44542";"33002010133P0";283201;3;1;3
"44543";"33002010133P0";283870;1;1;1
"44544";"33002010133P0";307592;1;1;1
"44545";"33002010133P0";308581;1;1;1
"44546";"33002010133P0";308601;1;1;1
"44547";"33002010133P0";310094;1;1;1
"44548";"33002010133P0";310176;1;1;1
"44549";"33002010133P0";310187;1;1;1
"44550";"33002010133P0";376077;1;1;1
"44551";"33002010133P0";377717;1;2;0,5
"44552";"33002010133P0";377745;1;1;1
"44553";"33002010133P0";377758;1;2;0,5
"44554";"33002010133P0";377765;1;1;1
"44555";"33002010133P0";377848;1;2;0,5
"44556";"33002010133P0";386349;1;2;0,5
"44557";"33002010133P0";386351;1;2;0,5
"44558";"33002010133P0";386352;2;2;1
"44559";"33002010138P1";356109;2;4;0,5
"44560";"33002010138P1";356116;3;7;0,428571428571429
"44561";"33002010138P1";356117;2;4;0,5
"44562";"33002010138P1";356136;1;4;0,25
"44563";"33002010138P1";356138;2;3;0,666666666666667
"44564";"33002010138P1";356140;1;8;0,125
"44565";"33002010138P1";356154;2;4;0,5
"44566";"33002010138P1";356157;2;11;0,181818181818182
"44567";"33002010141P2";368649;1;3;0,333333333333333
"44568";"33002010141P2";368729;1;3;0,333333333333333
"44569";"33002010141P2";368742;2;6;0,333333333333333
"44570";"33002010141P2";368772;1;3;0,333333333333333
"44571";"33002010141P2";369845;2;9;0,222222222222222
"44572";"33002010141P2";369865;1;4;0,25
"44573";"33002010141P2";369866;2;6;0,333333333333333
"44574";"33002010141P2";369867;3;3;1
"44575";"33002010141P2";369892;2;4;0,5
"44576";"33002010141P2";369894;1;3;0,333333333333333
"44577";"33002010141P2";369903;2;6;0,333333333333333
"44578";"33002010141P2";369926;1;2;0,5
"44579";"33002010141P2";369942;2;11;0,181818181818182
"44580";"33002010141P2";369970;1;6;0,166666666666667
"44581";"33002010141P2";370731;2;2;1
"44582";"33002010145P8";249198;5;4;1,25
"44583";"33002010145P8";249257;4;4;1
"44584";"33002010145P8";249604;5;4;1,25
"44585";"33002010145P8";416909;6;5;1,2
"44586";"33002010145P8";417286;1;1;1
"44587";"33002010145P8";417323;2;1;2
"44588";"33002010145P8";417339;2;1;2
"44589";"33002010145P8";417346;1;1;1
"44590";"33002010145P8";417786;2;2;1
"44591";"33002010145P8";417787;1;1;1
"44592";"33002010145P8";417791;3;3;1
"44593";"33002010145P8";417793;3;3;1
"44594";"33002010145P8";417817;2;1;2
"44595";"33002010145P8";417840;4;4;1
"44596";"33002010145P8";418484;1;1;1
"44597";"33002010145P8";418512;2;2;1
"44598";"33002010145P8";418539;3;2;1,5
"44599";"33002010145P8";418546;1;1;1
"44600";"33002010145P8";418562;2;2;1
"44601";"33002010145P8";418571;2;2;1
"44602";"33002010145P8";418602;3;3;1
"44603";"33002010145P8";418604;3;3;1
"44604";"33002010145P8";418618;2;2;1
"44605";"33002010145P8";418619;2;2;1
"44606";"33002010145P8";418620;2;2;1
"44607";"33002010145P8";418630;3;3;1
"44608";"33002010145P8";418702;4;4;1
"44609";"33002010145P8";418710;2;2;1
"44610";"33002010145P8";418720;1;1;1
"44611";"33002010145P8";418725;1;1;1
"44612";"33002010145P8";418729;1;1;1
"44613";"33002010145P8";418734;1;1;1
"44614";"33002010145P8";418754;1;1;1
"44615";"33002010149P3";259445;6;6;1
"44616";"33002010149P3";365737;2;3;0,666666666666667
"44617";"33002010150P1";417049;3;4;0,75
"44618";"33002010150P1";417098;3;38;0,0789473684210526
"44619";"33002010150P1";417785;1;2;0,5
"44620";"33002010150P1";420073;3;4;0,75
"44621";"33002010151P8";253210;2;5;0,4
"44622";"33002010151P8";253235;6;6;1
"44623";"33002010151P8";308226;5;6;0,833333333333333
"44624";"33002010151P8";350180;1;1;1
"44625";"33002010151P8";358477;1;1;1
"44626";"33002010151P8";400428;5;3;1,66666666666667
"44627";"33002010151P8";411805;4;5;0,8
"44628";"33002010151P8";413693;1;1;1
"44629";"33002010155P3";279442;1;1;1
"44630";"33002010155P3";280398;1;1;1
"44631";"33002010155P3";280688;1;1;1
"44632";"33002010155P3";280810;1;1;1
"44633";"33002010155P3";283905;1;1;1
"44634";"33002010155P3";283918;1;1;1
"44635";"33002010155P3";283928;1;1;1
"44636";"33002010155P3";296142;2;2;1
"44637";"33002010155P3";298878;1;1;1
"44638";"33002010155P3";307139;2;2;1
"44639";"33002010155P3";307160;2;2;1
"44640";"33002010155P3";307190;2;3;0,666666666666667
"44641";"33002010155P3";312556;1;1;1
"44642";"33002010155P3";312594;1;1;1
"44643";"33002010155P3";312654;1;1;1
"44644";"33002010155P3";312723;1;2;0,5
"44645";"33002010155P3";313566;1;1;1
"44646";"33002010155P3";313647;1;1;1
"44647";"33002010155P3";313730;1;1;1
"44648";"33002010155P3";313755;1;1;1
"44649";"33002010155P3";323899;1;1;1
"44650";"33002010155P3";353718;1;2;0,5
"44651";"33002010155P3";353719;1;2;0,5
"44652";"33002010155P3";356131;2;2;1
"44653";"33002010155P3";356137;1;1;1
"44654";"33002010155P3";356141;1;1;1
"44655";"33002010155P3";356142;1;1;1
"44656";"33002010155P3";358264;1;1;1
"44657";"33002010155P3";359993;1;1;1
"44658";"33002010155P3";362730;1;1;1
"44659";"33002010155P3";362740;1;1;1
"44660";"33002010155P3";363489;1;2;0,5
"44661";"33002010155P3";363525;1;2;0,5
"44662";"33002010155P3";363528;1;1;1
"44663";"33002010155P3";363553;1;1;1
"44664";"33002010155P3";363574;1;2;0,5
"44665";"33002010155P3";366382;3;4;0,75
"44666";"33002010155P3";366396;1;2;0,5
"44667";"33002010155P3";367671;3;3;1
"44668";"33002010155P3";367714;2;3;0,666666666666667
"44669";"33002010155P3";367735;3;3;1
"44670";"33002010155P3";379110;1;1;1
"44671";"33002010155P3";379118;1;1;1
"44672";"33002010155P3";379125;1;1;1
"44673";"33002010155P3";379135;1;1;1
"44674";"33002010155P3";379137;2;2;1
"44675";"33002010155P3";379173;1;1;1
"44676";"33002010155P3";399769;3;3;1
"44677";"33002010155P3";399772;2;2;1
"44678";"33002010155P3";399776;2;2;1
"44679";"33002010155P3";399796;2;2;1
"44680";"33002010155P3";410979;1;2;0,5
"44681";"33002010155P3";410986;1;2;0,5
"44682";"33002010155P3";411010;2;3;0,666666666666667
"44683";"33002010155P3";411109;3;4;0,75
"44684";"33002010155P3";411112;3;4;0,75
"44685";"33002010155P3";411153;1;3;0,333333333333333
"44686";"33002010155P3";411159;2;2;1
"44687";"33002010155P3";411160;2;2;1
"44688";"33002010155P3";411190;2;2;1
"44689";"33002010155P3";411268;1;1;1
"44690";"33002010155P3";411275;1;1;1
"44691";"33002010155P3";411317;1;3;0,333333333333333
"44692";"33002010155P3";411333;1;3;0,333333333333333
"44693";"33002010155P3";419676;2;4;0,5
"44694";"33002010155P3";419678;2;4;0,5
"44695";"33002010155P3";419680;1;1;1
"44696";"33002010155P3";419692;2;4;0,5
"44697";"33002010156P0";297982;1;2;0,5
"44698";"33002010156P0";334636;2;2;1
"44699";"33002010156P0";334637;2;2;1
"44700";"33002010156P0";334638;4;3;1,33333333333333
"44701";"33002010156P0";334639;5;8;0,625
"44702";"33002010156P0";334640;6;7;0,857142857142857
"44703";"33002010156P0";334642;3;5;0,6
"44704";"33002010156P0";334643;1;1;1
"44705";"33002010156P0";334644;1;1;1
"44706";"33002010156P0";334645;3;4;0,75
"44707";"33002010156P0";334646;1;1;1
"44708";"33002010156P0";334647;3;5;0,6
"44709";"33002010156P0";334653;2;2;1
"44710";"33002010156P0";334655;3;4;0,75
"44711";"33002010156P0";334656;2;4;0,5
"44712";"33002010156P0";334657;5;9;0,555555555555556
"44713";"33002010156P0";334658;2;2;1
"44714";"33002010156P0";334659;3;4;0,75
"44715";"33002010156P0";334661;2;3;0,666666666666667
"44716";"33002010156P0";334662;8;10;0,8
"44717";"33002010156P0";334663;2;2;1
"44718";"33002010156P0";334664;4;3;1,33333333333333
"44719";"33002010156P0";334665;2;2;1
"44720";"33002010156P0";334666;8;12;0,666666666666667
"44721";"33002010156P0";334667;3;2;1,5
"44722";"33002010156P0";334670;1;1;1
"44723";"33002010156P0";334671;9;15;0,6
"44724";"33002010156P0";334673;3;3;1
"44725";"33002010156P0";334674;4;11;0,363636363636364
"44726";"33002010156P0";334675;4;8;0,5
"44727";"33002010156P0";334676;6;11;0,545454545454545
"44728";"33002010156P0";334677;2;4;0,5
"44729";"33002010156P0";334678;2;3;0,666666666666667
"44730";"33002010156P0";334679;1;2;0,5
"44731";"33002010156P0";334680;2;3;0,666666666666667
"44732";"33002010156P0";334689;1;1;1
"44733";"33002010156P0";339830;1;1;1
"44734";"33002010156P0";348599;1;1;1
"44735";"33002010156P0";348600;1;1;1
"44736";"33002010161P3";242326;1;1;1
"44737";"33002010161P3";242338;1;1;1
"44738";"33002010161P3";242540;4;4;1
"44739";"33002010161P3";242576;1;1;1
"44740";"33002010161P3";242581;1;1;1
"44741";"33002010161P3";242602;1;1;1
"44742";"33002010161P3";242760;1;1;1
"44743";"33002010161P3";242782;1;1;1
"44744";"33002010161P3";248475;1;1;1
"44745";"33002010161P3";253151;1;2;0,5
"44746";"33002010161P3";264792;1;1;1
"44747";"33002010161P3";267544;3;3;1
"44748";"33002010161P3";292488;1;1;1
"44749";"33002010161P3";302174;1;1;1
"44750";"33002010161P3";302201;3;3;1
"44751";"33002010161P3";302222;1;2;0,5
"44752";"33002010161P3";302254;2;2;1
"44753";"33002010161P3";302569;2;2;1
"44754";"33002010161P3";302601;2;1;2
"44755";"33002010161P3";302602;1;2;0,5
"44756";"33002010161P3";324963;1;1;1
"44757";"33002010161P3";339492;2;2;1
"44758";"33002010161P3";340701;1;1;1
"44759";"33002010161P3";340985;2;2;1
"44760";"33002010161P3";340998;1;2;0,5
"44761";"33002010161P3";341092;1;1;1
"44762";"33002010161P3";342020;1;2;0,5
"44763";"33002010161P3";342815;2;2;1
"44764";"33002010161P3";348648;2;2;1
"44765";"33002010161P3";351036;2;2;1
"44766";"33002010161P3";354780;1;1;1
"44767";"33002010161P3";356030;1;1;1
"44768";"33002010161P3";356031;1;1;1
"44769";"33002010161P3";383752;1;1;1
"44770";"33002010161P3";383795;1;1;1
"44771";"33002010161P3";384325;1;1;1
"44772";"33002010161P3";385024;4;5;0,8
"44773";"33002010161P3";385091;3;3;1
"44774";"33002010161P3";385198;2;2;1
"44775";"33002010161P3";385738;1;2;0,5
"44776";"33002010161P3";386776;2;2;1
"44777";"33002010161P3";386920;1;1;1
"44778";"33002010161P3";387311;2;2;1
"44779";"33002010161P3";387334;1;1;1
"44780";"33002010161P3";389250;1;1;1
"44781";"33002010161P3";389705;1;1;1
"44782";"33002010161P3";389758;1;1;1
"44783";"33002010161P3";389944;1;1;1
"44784";"33002010161P3";390602;1;1;1
"44785";"33002010161P3";390627;1;1;1
"44786";"33002010161P3";390633;1;2;0,5
"44787";"33002010161P3";390634;1;2;0,5
"44788";"33002010161P3";394858;1;2;0,5
"44789";"33002010161P3";402038;2;2;1
"44790";"33002010161P3";412500;1;1;1
"44791";"33002010162P0";285847;1;3;0,333333333333333
"44792";"33002010162P0";285923;2;2;1
"44793";"33002010162P0";288167;1;4;0,25
"44794";"33002010162P0";349816;2;1;2
"44795";"33002010162P0";358479;2;2;1
"44796";"33002010162P0";358782;1;1;1
"44797";"33002010162P0";358785;2;3;0,666666666666667
"44798";"33002010162P0";360950;1;1;1
"44799";"33002010163P6";280886;4;7;0,571428571428571
"44800";"33002010163P6";280928;4;4;1
"44801";"33002010165P9";259781;1;1;1
"44802";"33002010165P9";283608;2;2;1
"44803";"33002010168P8";303928;1;1;1
"44804";"33002010168P8";303995;1;1;1
"44805";"33002010168P8";304019;1;1;1
"44806";"33002010168P8";304039;1;1;1
"44807";"33002010168P8";304042;1;1;1
"44808";"33002010168P8";304717;3;5;0,6
"44809";"33002010168P8";304745;1;2;0,5
"44810";"33002010168P8";318855;1;1;1
"44811";"33002010168P8";320283;4;3;1,33333333333333
"44812";"33002010168P8";320344;3;3;1
"44813";"33002010168P8";345524;1;2;0,5
"44814";"33002010168P8";368167;2;2;1
"44815";"33002010168P8";368359;2;1;2
"44816";"33002010168P8";369549;2;2;1
"44817";"33002010168P8";379430;1;1;1
"44818";"33002010171P9";244884;2;3;0,666666666666667
"44819";"33002010171P9";283139;1;1;1
"44820";"33002010171P9";285104;1;3;0,333333333333333
"44821";"33002010171P9";298846;3;3;1
"44822";"33002010171P9";298848;2;2;1
"44823";"33002010171P9";298870;3;3;1
"44824";"33002010171P9";298935;1;1;1
"44825";"33002010171P9";298938;3;3;1
"44826";"33002010171P9";299007;1;1;1
"44827";"33002010171P9";299041;1;1;1
"44828";"33002010171P9";299103;1;1;1
"44829";"33002010171P9";299212;1;2;0,5
"44830";"33002010171P9";299266;1;1;1
"44831";"33002010171P9";326595;4;7;0,571428571428571
"44832";"33002010171P9";326761;2;2;1
"44833";"33002010171P9";326788;2;6;0,333333333333333
"44834";"33002010171P9";326956;2;2;1
"44835";"33002010171P9";326961;1;1;1
"44836";"33002010171P9";326981;3;5;0,6
"44837";"33002010171P9";327037;1;1;1
"44838";"33002010171P9";327049;4;4;1
"44839";"33002010171P9";327108;1;1;1
"44840";"33002010171P9";327248;1;3;0,333333333333333
"44841";"33002010171P9";327283;2;2;1
"44842";"33002010171P9";327520;2;2;1
"44843";"33002010171P9";327529;1;4;0,25
"44844";"33002010171P9";327606;1;1;1
"44845";"33002010171P9";327632;2;4;0,5
"44846";"33002010171P9";327675;1;1;1
"44847";"33002010171P9";374204;1;1;1
"44848";"33002010171P9";416421;2;2;1
"44849";"33002010172P5";334523;2;2;1
"44850";"33002010172P5";334879;3;5;0,6
"44851";"33002010172P5";334880;2;2;1
"44852";"33002010172P5";334881;4;7;0,571428571428571
"44853";"33002010172P5";337875;1;1;1
"44854";"33002010172P5";337957;2;2;1
"44855";"33002010172P5";337959;2;2;1
"44856";"33002010172P5";337994;1;1;1
"44857";"33002010172P5";338982;1;1;1
"44858";"33002010172P5";380138;3;3;1
"44859";"33002010172P5";380549;1;1;1
"44860";"33002010172P5";380585;2;2;1
"44861";"33002010172P5";416459;3;3;1
"44862";"33002010174P8";275013;2;2;1
"44863";"33002010174P8";297674;2;2;1
"44864";"33002010174P8";297837;1;1;1
"44865";"33002010174P8";297842;1;1;1
"44866";"33002010174P8";298108;2;3;0,666666666666667
"44867";"33002010174P8";298430;1;1;1
"44868";"33002010174P8";298541;3;2;1,5
"44869";"33002010174P8";298566;1;1;1
"44870";"33002010174P8";298724;1;1;1
"44871";"33002010174P8";298731;1;1;1
"44872";"33002010174P8";298744;2;2;1
"44873";"33002010174P8";298770;2;2;1
"44874";"33002010174P8";298774;3;2;1,5
"44875";"33002010174P8";313210;2;1;2
"44876";"33002010174P8";313237;1;1;1
"44877";"33002010174P8";313239;1;1;1
"44878";"33002010174P8";313264;3;2;1,5
"44879";"33002010174P8";313273;2;2;1
"44880";"33002010174P8";313403;1;1;1
"44881";"33002010174P8";313426;1;2;0,5
"44882";"33002010174P8";313733;1;1;1
"44883";"33002010174P8";314266;1;1;1
"44884";"33002010174P8";314333;1;1;1
"44885";"33002010174P8";314343;1;1;1
"44886";"33002010174P8";314353;1;1;1
"44887";"33002010174P8";316349;2;2;1
"44888";"33002010174P8";316372;2;1;2
"44889";"33002010174P8";373415;1;1;1
"44890";"33002010174P8";373856;2;2;1
"44891";"33002010174P8";375854;2;2;1
"44892";"33002010174P8";376498;2;2;1
"44893";"33002010174P8";379691;1;1;1
"44894";"33002010174P8";399517;1;1;1
"44895";"33002010174P8";420456;1;1;1
"44896";"33002010174P8";421011;2;1;2
"44897";"33002010174P8";421014;2;1;2
"44898";"33002010174P8";421027;2;1;2
"44899";"33002010174P8";421038;2;3;0,666666666666667
"44900";"33002010174P8";421050;3;4;0,75
"44901";"33002010174P8";421126;2;1;2
"44902";"33002010174P8";421129;2;1;2
"44903";"33002010175P4";349551;2;2;1
"44904";"33002010175P4";349556;2;1;2
"44905";"33002010175P4";349565;1;1;1
"44906";"33002010175P4";349591;2;2;1
"44907";"33002010175P4";349604;2;1;2
"44908";"33002010175P4";350738;1;1;1
"44909";"33002010175P4";351038;3;6;0,5
"44910";"33002010175P4";351052;1;1;1
"44911";"33002010175P4";351480;1;1;1
"44912";"33002010175P4";351510;1;1;1
